Date,Open,High,Low,Close,Volume,Adj Close
2013-05-08,331.00,331.00,322.85,324.20,3653000,317.169
2013-05-07,322.25,332.80,318.90,331.20,5984700,324.017
2013-05-06,322.05,323.35,318.10,320.50,5012200,313.549
2013-05-03,326.00,331.50,316.10,317.70,7779800,310.81
2013-05-02,308.00,324.80,303.10,316.75,11886400,309.88
2013-05-01,318.75,318.75,318.75,318.75,000,311.837
2013-04-30,324.00,324.05,313.90,318.75,3415900,311.837
2013-04-29,320.70,324.15,312.95,318.20,3315800,311.299
2013-04-26,311.00,321.00,309.10,318.45,7094500,311.544
2013-04-25,302.00,309.80,298.55,303.85,5039100,297.26
2013-04-24,299.45,299.45,299.45,299.45,000,292.956
2013-04-23,300.70,307.75,296.50,299.45,5835900,292.956
2013-04-22,301.00,305.00,299.00,300.75,3260200,294.227
2013-04-19,299.65,299.65,299.65,299.65,000,293.151
2013-04-18,285.00,302.00,284.50,299.65,6084900,293.151
2013-04-17,285.00,288.50,283.50,286.05,3100400,279.846
2013-04-16,281.80,285.95,278.40,285.00,3106400,278.819
2013-04-15,271.00,283.80,270.85,279.65,3029300,273.585
2013-04-12,273.00,278.40,271.00,273.50,2014900,267.568
2013-04-11,280.65,281.25,271.65,275.20,4138600,269.232
2013-04-10,279.10,282.95,274.40,281.65,3493000,275.542
2013-04-09,282.00,282.50,274.00,277.00,4390100,270.992
2013-04-08,270.00,284.40,269.85,280.60,3964800,274.514
2013-04-05,273.00,279.60,266.55,270.25,4321600,264.389
2013-04-04,281.00,284.55,272.05,273.60,6518200,267.666
2013-04-03,290.45,292.90,279.60,280.80,5649100,274.71
2013-04-02,294.00,295.00,290.30,291.80,2705400,285.471
2013-04-01,288.00,294.90,288.00,293.65,1452000,287.281
2013-03-29,291.75,291.75,291.75,291.75,000,285.423
2013-03-28,296.55,296.90,288.75,291.75,4467300,285.423
2013-03-27,296.90,296.90,296.90,296.90,000,290.461
2013-03-26,286.90,298.00,285.45,296.90,6637900,290.461
2013-03-25,297.00,297.50,287.60,288.60,5156400,282.341
2013-03-22,299.75,299.75,288.85,294.05,6362700,287.673
2013-03-21,285.00,303.60,285.00,297.90,11023500,291.439
2013-03-20,291.00,297.40,275.60,280.05,20799100,273.976
2013-03-19,310.00,311.90,284.00,293.40,15992300,287.037
2013-03-18,305.00,310.35,301.15,307.50,5243200,300.831
2013-03-15,312.30,317.25,307.20,310.30,6070700,303.57
2013-03-14,315.60,317.45,309.00,314.60,5372300,307.777
2013-03-13,313.20,320.35,310.90,317.30,4156200,310.418
2013-03-12,321.00,321.00,313.90,314.55,2450600,307.728
2013-03-11,323.10,326.45,319.00,321.35,3648000,314.381
2013-03-08,323.05,325.95,320.50,322.90,3015100,315.897
2013-03-07,319.00,321.30,316.20,320.25,5028800,313.304
2013-03-06,323.25,326.95,318.85,320.45,4746100,313.50
2013-03-05,316.00,323.95,309.60,322.10,5540700,315.114
2013-03-04,311.00,318.15,307.25,316.05,3605000,309.196
2013-03-01,323.45,326.30,307.90,311.10,7595700,304.353
2013-02-28,326.40,327.80,317.25,322.90,9598800,315.897
2013-02-27,317.00,324.90,315.35,321.75,9599900,314.772
2013-02-26,311.90,335.60,302.60,311.80,10760200,305.038
2013-02-25,307.50,311.80,305.50,307.00,3621100,300.342
2013-02-22,297.30,311.30,296.15,309.65,6408900,302.934
2013-02-21,302.90,307.80,291.50,296.20,7970700,289.776
2013-02-20,311.30,311.40,303.05,304.00,7260400,297.407
2013-02-19,314.95,315.00,304.60,307.55,4557800,300.88
2013-02-18,316.00,317.50,312.00,313.70,2514500,306.897
2013-02-15,311.70,318.25,306.65,316.65,3074700,309.783
2013-02-14,326.40,326.50,310.20,311.70,4392000,304.94
2013-02-13,323.50,330.35,322.90,325.95,3046700,318.881
2013-02-12,314.05,323.50,314.05,322.30,2478800,315.31
2013-02-11,320.10,321.00,314.65,316.20,2276200,309.342
2013-02-08,319.80,325.20,317.25,321.80,3692900,314.821
2013-02-07,326.60,326.90,316.15,320.10,3302700,313.158
2013-02-06,327.45,330.85,324.45,326.60,3838100,319.517
2013-02-05,329.55,333.20,322.85,324.75,6294400,317.707
2013-02-04,332.00,334.70,327.80,331.05,4035800,323.87
2013-02-01,336.45,346.80,326.70,329.40,15973500,322.256
2013-01-31,343.15,347.45,337.40,339.60,4275100,332.235
2013-01-30,352.70,352.95,342.55,344.60,3448800,337.126
2013-01-29,357.35,363.60,348.30,349.50,4479100,341.92
2013-01-28,357.80,362.80,355.50,357.35,2872700,349.60
2013-01-25,360.00,370.60,357.20,360.50,4734700,352.682
2013-01-24,368.95,369.60,359.60,361.90,4848100,354.051
2013-01-23,351.00,368.55,350.25,367.35,8519600,359.383
2013-01-22,354.65,354.90,349.00,351.65,5148100,344.023
2013-01-21,347.25,359.00,344.80,355.55,5146900,347.839
2013-01-18,351.90,353.40,345.25,348.85,5354500,341.284
2013-01-17,341.10,357.00,338.30,353.50,7430500,345.833
2013-01-16,345.00,348.60,340.80,342.90,4095400,335.463
2013-01-15,328.50,350.60,326.30,345.20,9143600,337.713
2013-01-14,326.50,330.00,323.30,328.70,3271200,321.571
2013-01-11,329.80,331.05,323.90,325.20,2777000,318.147
2013-01-10,333.55,333.95,326.85,330.05,2530800,322.892
2013-01-09,331.95,336.50,331.30,333.75,5122100,326.512
2013-01-08,326.80,332.75,324.70,330.30,3228300,323.136
2013-01-07,329.65,331.15,325.30,326.80,3315300,319.712
2013-01-04,327.15,329.80,325.75,327.00,3282800,319.908
2013-01-03,323.00,328.90,319.30,328.00,3677500,320.886
2013-01-02,322.30,326.30,320.00,321.05,2809800,314.087
2013-01-01,318.55,323.00,317.50,322.10,1719500,315.114
2012-12-31,319.00,320.90,315.65,317.10,1713300,310.223
2012-12-28,316.75,323.50,313.90,319.05,4422300,312.13
2012-12-27,318.05,321.55,316.00,318.65,3451300,311.739
2012-12-26,309.00,318.85,308.70,317.40,3172500,310.516
2012-12-25,308.60,308.60,308.60,308.60,000,301.907
2012-12-24,306.70,311.45,303.40,308.60,1965500,301.907
2012-12-21,314.05,314.85,305.90,307.35,3412900,300.684
2012-12-20,313.10,318.40,309.35,316.90,3050300,310.027
2012-12-19,313.30,318.85,313.30,316.05,4695600,309.196
2012-12-18,300.10,314.30,300.00,313.40,6648800,306.603
2012-12-17,309.00,311.10,299.55,300.55,7154100,294.032
2012-12-14,318.05,319.25,308.45,312.45,3633800,305.674
2012-12-13,311.50,320.00,310.35,317.80,6296900,310.908
2012-12-12,317.50,317.50,307.70,311.90,6207100,305.136
2012-12-11,318.10,321.00,312.00,314.20,5482900,307.386
2012-12-10,325.50,326.00,315.60,317.90,3314100,311.005
2012-12-07,324.90,330.00,320.25,322.45,4662300,315.457
2012-12-06,334.40,334.40,321.15,324.70,5205700,317.658
2012-12-05,330.00,333.30,326.60,330.40,3956100,323.234
2012-12-04,330.00,333.70,327.65,332.45,4535600,325.24
2012-12-03,337.50,340.00,330.35,331.15,3917100,323.968
2012-11-30,333.65,340.70,324.80,337.00,9948200,329.691
2012-11-29,326.00,332.35,325.50,330.35,9879200,323.185
2012-11-28,326.70,326.70,326.70,326.70,000,319.615
2012-11-27,312.50,331.55,310.50,326.70,11696900,319.615
2012-11-26,307.95,311.50,306.70,310.25,3862400,303.521
2012-11-23,309.95,312.00,303.40,305.45,3644200,298.825
2012-11-22,307.30,311.55,305.15,307.80,5261700,301.124
2012-11-21,309.00,310.20,303.50,307.40,4747200,300.733
2012-11-20,311.00,312.50,305.50,309.00,7594500,302.298
2012-11-19,303.70,311.00,303.55,309.50,8406600,302.788
2012-11-16,292.15,303.95,292.15,301.40,11860200,294.863
2012-11-15,285.25,296.05,285.20,290.30,10584800,284.004
2012-11-14,280.00,280.00,280.00,280.00,000,273.927
2012-11-13,280.00,280.00,280.00,280.00,000,273.927
2012-11-12,273.60,283.00,272.70,280.00,3450700,273.927
2012-11-09,275.90,279.50,274.95,275.80,2366900,269.818
2012-11-08,268.00,277.90,267.70,277.05,6950700,271.041
2012-11-07,271.00,280.95,269.35,271.10,12240100,265.22
2012-11-06,273.40,276.65,270.60,273.75,1922900,267.813
2012-11-05,275.50,277.50,271.05,273.50,1356000,267.568
2012-11-02,283.05,284.00,274.50,274.95,2871300,268.987
2012-11-01,270.80,281.90,269.20,281.15,4017100,275.052
2012-10-31,270.00,273.25,267.00,269.65,1959600,263.802
2012-10-30,270.75,274.50,268.80,270.20,1946900,264.34
2012-10-29,266.65,271.00,266.10,269.80,3054800,263.949
2012-10-26,269.65,269.65,269.65,269.65,000,263.802
2012-10-25,271.50,273.65,268.50,269.65,3321400,263.802
2012-10-24,271.20,271.20,271.20,271.20,000,265.318
2012-10-23,271.95,274.70,270.05,271.20,2352500,265.318
2012-10-22,266.00,272.45,264.80,271.90,3136200,266.003
2012-10-19,263.00,267.95,261.20,267.10,4030400,261.307
2012-10-18,268.30,269.80,263.20,265.90,5058800,260.133
2012-10-17,269.25,272.00,266.10,270.55,5009900,264.682
2012-10-16,260.10,269.70,260.10,267.65,4984900,261.845
2012-10-15,260.55,264.50,256.50,264.05,4358800,258.323
2012-10-12,267.00,269.00,258.20,260.35,3560700,254.704
2012-10-11,263.00,269.45,262.00,267.30,2728000,261.503
2012-10-10,264.50,266.50,261.20,262.05,2853400,256.367
2012-10-09,272.55,272.75,264.25,265.30,4150900,259.546
2012-10-08,267.05,276.60,266.00,270.45,6108400,264.585
2012-10-05,271.30,271.75,215.80,265.75,2898300,259.986
2012-10-04,267.50,273.35,267.50,269.75,3512100,263.90
2012-10-03,266.50,269.50,264.35,265.30,3107600,259.546
2012-10-02,265.05,265.05,265.05,265.05,000,259.302
2012-10-01,265.15,267.60,262.60,265.05,2477100,259.302
2012-09-28,264.85,267.00,262.20,265.45,5210900,259.693
2012-09-27,266.40,269.80,260.00,261.40,5375500,255.731
2012-09-26,274.00,275.55,262.00,265.20,8122500,259.448
2012-09-25,279.40,280.00,273.65,275.60,4039700,269.623
2012-09-24,280.00,283.00,273.00,279.00,9164400,272.949
2012-09-21,271.00,280.45,270.75,279.25,10420900,273.194
2012-09-20,266.00,272.65,265.15,268.25,6482100,262.432
2012-09-19,268.20,268.20,268.20,268.20,000,262.383
2012-09-18,266.00,271.00,265.55,268.20,8476500,262.383
2012-09-17,260.20,268.00,256.85,264.75,8519400,259.008
2012-09-14,258.50,259.85,253.60,255.10,6840900,249.567
2012-09-13,259.40,260.00,250.95,253.55,6028900,248.051
2012-09-12,260.15,262.30,258.05,260.75,5517600,255.095
2012-09-11,259.00,262.30,255.75,261.60,3564500,255.926
2012-09-10,254.15,261.75,254.15,261.05,3984400,255.388
2012-09-07,254.90,256.90,253.90,256.00,5495600,250.448
2012-09-06,257.10,257.95,246.10,252.10,14102800,246.632
2012-09-05,247.55,258.80,247.50,257.85,6136500,252.258
2012-09-04,245.25,250.25,241.30,249.75,7370900,244.333
2012-09-03,246.60,249.40,244.50,246.85,4998700,241.496
2012-08-31,240.20,248.90,240.15,247.80,6093200,242.426
2012-08-30,240.00,243.85,238.45,242.85,9268600,237.583
2012-08-29,248.75,249.80,239.80,242.30,6040100,237.045
2012-08-28,249.00,250.00,245.40,248.80,4164400,243.404
2012-08-27,250.00,253.80,247.80,249.15,5934100,243.746
2012-08-24,248.00,250.50,244.50,247.95,6238000,242.572
2012-08-23,247.05,251.75,243.55,249.00,9372300,243.60
2012-08-22,255.50,255.90,248.00,248.65,11115700,243.257
2012-08-21,260.50,263.90,255.55,258.55,14023300,252.943
2012-08-20,262.30,262.30,262.30,262.30,000,256.611
2012-08-17,260.00,264.70,259.20,262.30,8913800,256.611
2012-08-16,261.40,262.75,259.75,260.00,6494900,254.361
2012-08-15,260.80,260.80,260.80,260.80,000,254.165
2012-08-14,262.00,263.35,259.35,260.80,4474700,254.165
2012-08-13,257.00,261.90,257.00,260.05,6800600,253.435
2012-08-10,258.10,263.70,252.90,255.60,12058200,249.098
2012-08-09,275.65,275.90,254.30,256.75,33553200,250.219
2012-08-08,294.05,294.05,272.40,274.35,33427000,267.371
2012-08-07,298.00,298.40,293.15,293.80,4444400,286.326
2012-08-06,298.50,301.40,294.50,296.20,3060800,288.665
2012-08-03,298.00,299.30,293.80,296.50,3017000,288.957
2012-08-02,299.00,301.50,296.10,298.25,3257000,290.663
2012-08-01,301.00,303.15,295.55,297.50,4297000,289.932
2012-07-31,311.00,311.10,298.50,300.05,7949000,292.417
2012-07-30,310.00,313.80,308.00,309.15,2751900,301.286
2012-07-27,307.00,312.00,305.05,307.45,3946100,299.629
2012-07-26,302.85,304.45,298.00,300.50,3886900,292.856
2012-07-25,309.90,309.90,298.55,300.70,3144700,293.05
2012-07-24,306.40,309.70,300.70,308.55,2668700,300.701
2012-07-23,315.90,315.90,299.95,304.25,3340900,296.51
2012-07-20,317.00,319.40,313.35,314.65,4770600,306.646
2012-07-19,326.10,326.85,315.25,316.55,3020000,308.497
2012-07-18,324.45,326.25,315.00,324.60,3828100,316.342
2012-07-17,323.20,328.80,320.05,324.15,5923100,315.904
2012-07-16,313.50,321.95,310.00,319.55,5805200,311.421
2012-07-13,308.45,309.85,306.50,307.95,2494100,300.116
2012-07-12,314.90,316.20,305.55,306.30,3471600,298.508
2012-07-11,319.00,320.45,314.70,315.75,2335900,307.718
2012-07-10,317.80,324.90,316.05,321.40,2244500,313.224
2012-07-09,320.45,320.45,313.65,316.75,1369800,308.692
2012-07-06,324.20,325.35,319.30,321.30,1854500,313.126
2012-07-05,326.00,328.35,323.00,324.10,2740600,315.855
2012-07-04,320.00,328.00,318.70,326.95,4571400,318.633
2012-07-03,312.40,322.60,312.00,318.70,6263600,310.593
2012-07-02,305.05,311.50,305.00,310.20,2464400,302.309
2012-06-29,304.00,307.85,302.50,305.05,5028800,297.29
2012-06-28,305.70,306.70,302.35,303.60,2369200,295.877
2012-06-27,307.70,308.00,302.90,304.85,3234600,297.095
2012-06-26,309.25,310.50,303.80,306.00,2035600,298.216
2012-06-25,313.45,314.50,307.40,308.85,1863900,300.993
2012-06-22,310.10,312.40,306.00,310.90,1748800,302.991
2012-06-21,310.30,314.00,309.05,311.65,2128200,303.722
2012-06-20,315.85,316.90,309.00,310.35,2409100,302.455
2012-06-19,308.30,316.00,308.30,314.95,2306700,306.938
2012-06-18,314.00,314.75,307.00,309.20,1887000,301.334
2012-06-15,303.55,312.65,303.00,311.70,2189500,303.771
2012-06-14,305.20,308.30,303.75,305.95,2412500,298.167
2012-06-13,310.00,313.40,306.40,307.30,2582300,299.483
2012-06-12,301.00,309.90,301.00,308.75,1487700,300.896
2012-06-11,308.65,308.65,301.90,304.05,1906300,296.315
2012-06-08,297.00,308.00,297.00,304.25,3284600,296.51
2012-06-07,300.00,302.50,294.65,301.50,2783000,293.83
2012-06-06,291.00,299.50,285.30,297.30,8960000,289.737
2012-06-05,297.00,297.75,285.35,287.20,9442400,279.894
2012-06-04,300.00,300.85,290.60,294.55,18824100,287.057
2012-06-01,300.10,304.65,299.15,300.85,3156200,293.197
2012-05-31,301.45,307.90,300.00,302.55,5647600,294.853
2012-05-30,300.90,307.00,299.20,302.25,3569100,294.561
2012-05-29,303.00,304.40,299.00,300.00,2603400,292.368
2012-05-28,300.25,304.50,300.00,302.35,2087000,294.658
2012-05-25,301.00,302.95,297.00,299.05,2943300,291.442
2012-05-24,280.55,301.60,280.55,297.80,3786800,290.224
2012-05-23,295.05,296.45,280.10,282.10,5013300,274.924
2012-05-22,299.70,299.70,293.85,295.15,2360200,287.642
2012-05-21,297.40,303.00,292.75,294.75,2007200,287.252
2012-05-18,295.95,298.95,292.65,296.55,2774700,289.006
2012-05-17,300.45,306.00,297.35,298.70,2644400,291.101
2012-05-16,300.00,304.80,295.35,297.55,3651000,289.981
2012-05-15,304.10,308.70,292.05,304.15,7264700,296.413
2012-05-14,308.00,310.00,302.00,307.75,2020400,299.921
2012-05-11,307.10,312.50,306.00,307.20,1777100,299.385
2012-05-10,309.65,314.75,308.35,310.10,2852000,302.211
2012-05-09,312.90,313.20,308.05,309.40,1843900,301.529
2012-05-08,317.00,319.20,313.10,315.40,2471600,307.377
2012-05-07,309.30,318.20,307.75,316.05,2779500,308.01
2012-05-04,313.40,315.50,309.70,311.75,3255900,303.819
2012-05-03,315.00,317.45,313.10,315.00,1757700,306.987
2012-05-02,312.00,319.95,307.55,317.95,6770700,309.862
2012-05-01,310.50,310.50,310.50,310.50,000,302.601
2012-04-30,307.10,312.55,307.10,310.50,3109700,302.601
2012-04-27,308.30,313.00,303.00,307.40,4531100,299.58
2012-04-26,315.00,316.95,305.50,308.30,6066500,300.457
2012-04-25,305.00,315.65,305.00,313.00,4095700,305.038
2012-04-24,306.10,309.70,288.95,307.35,13804800,299.531
2012-04-23,322.60,326.50,310.40,312.50,3595000,304.55
2012-04-20,323.15,328.45,320.35,324.35,2233000,316.099
2012-04-19,322.60,325.80,321.50,323.65,1313300,315.417
2012-04-18,326.00,326.40,320.55,321.45,1885400,313.273
2012-04-17,316.95,324.00,315.10,322.30,3384500,314.101
2012-04-16,322.00,322.00,314.50,317.05,3883200,308.985
2012-04-13,325.55,329.10,320.40,323.50,2034800,315.27
2012-04-12,323.00,327.50,322.05,324.00,2613600,315.758
2012-04-11,330.00,330.00,321.25,322.00,4651700,313.809
2012-04-10,332.60,332.60,328.05,329.85,4443800,321.459
2012-04-09,329.80,332.80,327.45,329.75,2401900,321.361
2012-04-06,330.10,330.10,330.10,330.10,000,321.703
2012-04-05,330.10,330.10,330.10,330.10,000,321.703
2012-04-04,334.90,336.00,329.10,330.10,3421600,321.703
2012-04-03,342.00,343.85,335.55,336.80,3515900,328.232
2012-04-02,338.90,342.85,337.75,340.30,1822800,331.643
2012-03-30,334.85,339.20,332.20,337.90,3950500,329.304
2012-03-29,334.60,336.55,325.00,332.15,6334900,323.70
2012-03-28,338.00,340.90,335.15,337.75,3172200,329.158
2012-03-27,333.70,339.40,330.00,338.70,5158500,330.084
2012-03-26,336.00,336.80,326.20,328.85,3449200,320.484
2012-03-23,324.00,340.00,321.10,336.00,7685700,327.452
2012-03-22,333.00,333.80,323.15,323.90,3648400,315.66
2012-03-21,323.55,334.00,322.10,332.85,5826400,324.383
2012-03-20,325.00,326.45,320.65,322.75,4836200,314.54
2012-03-19,331.00,331.35,322.30,325.20,4739000,316.927
2012-03-16,333.00,335.30,327.00,327.55,4397000,319.217
2012-03-15,338.00,338.40,330.10,331.65,3090500,323.213
2012-03-14,341.45,345.80,337.40,338.20,4421000,329.597
2012-03-13,340.20,342.40,336.30,339.05,3788800,330.425
2012-03-12,344.90,344.90,336.65,339.10,2599700,330.474
2012-03-09,334.80,339.80,331.05,338.85,4879300,330.23
2012-03-08,346.30,346.30,346.30,346.30,000,337.49
2012-03-07,336.00,336.95,327.65,329.65,4506400,321.264
2012-03-06,346.00,351.00,334.35,335.55,3461700,327.014
2012-03-05,348.00,354.90,345.15,349.05,3461000,340.17
2012-03-02,348.90,352.25,344.10,350.40,3724800,341.486
2012-03-01,349.00,350.20,344.00,346.30,2094600,337.49
2012-02-29,343.35,352.35,343.35,350.20,4609700,341.291
2012-02-28,343.00,349.90,339.20,343.25,2671700,334.518
2012-02-27,344.70,347.45,337.50,340.95,3488300,332.277
2012-02-24,345.00,347.20,338.25,342.60,3574300,333.885
2012-02-23,340.60,343.75,333.65,338.70,11599100,330.084
2012-02-22,362.50,362.50,340.15,347.45,11157000,338.611
2012-02-21,350.00,360.50,346.20,358.90,8280000,349.77
2012-02-20,349.60,349.60,349.60,349.60,000,340.707
2012-02-17,355.00,355.55,347.15,349.60,9397100,340.707
2012-02-16,353.50,356.70,346.00,350.35,7955000,341.437
2012-02-15,346.00,353.00,343.85,349.60,10631900,340.707
2012-02-14,349.00,349.00,341.05,342.35,7382000,333.641
2012-02-13,350.40,351.95,343.60,347.70,7639200,338.855
2012-02-10,351.00,357.40,348.00,349.95,8913100,341.048
2012-02-09,352.75,353.95,344.40,350.10,13701800,341.194
2012-02-08,370.00,370.00,351.40,354.00,23297300,344.995
2012-02-07,390.00,390.50,374.60,378.75,6214900,369.115
2012-02-06,394.00,394.00,385.25,389.05,6051500,379.153
2012-02-03,393.50,400.95,385.60,387.60,16171400,377.74
2012-02-02,367.00,395.45,358.60,385.85,25324200,376.034
2012-02-01,364.80,364.80,356.55,361.30,5671000,352.109
2012-01-31,361.80,370.45,355.00,365.70,4600100,356.397
2012-01-30,372.00,373.90,355.05,357.15,2539900,348.064
2012-01-27,365.95,375.80,358.80,374.60,4671100,365.071
2012-01-26,359.30,359.30,359.30,359.30,000,350.16
2012-01-25,360.00,364.45,354.10,359.30,4263300,350.16
2012-01-24,354.70,361.60,352.25,356.65,3563700,347.577
2012-01-23,340.05,354.60,340.05,352.15,3034900,343.192
2012-01-20,342.15,346.90,337.65,342.35,3100300,333.641
2012-01-19,339.00,344.60,336.25,340.75,4204600,332.082
2012-01-18,347.40,351.70,343.50,345.45,2158500,336.662
2012-01-17,344.70,347.50,340.30,345.05,4661900,336.272
2012-01-16,335.15,342.80,335.00,340.00,3394300,331.351
2012-01-13,330.00,338.50,328.45,334.60,7423500,326.088
2012-01-12,327.95,329.95,324.30,326.45,4267100,318.145
2012-01-11,332.00,332.00,323.20,325.65,6196300,317.366
2012-01-10,321.05,333.40,321.05,330.35,8891300,321.946
2012-01-09,330.00,330.40,320.00,320.45,7546200,312.298
2012-01-06,342.00,342.00,328.30,330.55,7905900,322.141
2012-01-05,347.00,348.80,342.10,344.40,2897700,335.639
2012-01-04,355.15,357.00,345.50,346.35,2922300,337.539
2012-01-03,347.50,360.45,345.25,358.65,2114700,349.526
2012-01-02,344.50,348.90,342.25,344.80,1963800,336.029
2011-12-30,342.10,346.20,338.15,343.50,3435700,334.762
2011-12-29,343.00,350.80,336.30,340.95,5068200,332.277
2011-12-28,342.70,345.95,339.60,343.70,1943200,334.957
2011-12-27,345.10,347.95,340.20,343.10,2520500,334.372
2011-12-26,334.00,345.60,333.00,344.75,3666800,335.98
2011-12-23,336.00,337.85,327.65,330.65,3240700,322.239
2011-12-22,339.00,342.00,323.30,335.20,5911400,326.673
2011-12-21,332.00,345.15,327.70,341.50,4648900,332.813
2011-12-20,339.80,339.80,319.25,323.25,8050300,315.027
2011-12-19,334.00,343.40,321.25,336.40,10875900,327.842
2011-12-16,337.65,352.60,329.50,336.55,7129000,327.988
2011-12-15,338.00,342.20,332.00,336.65,9889900,328.086
2011-12-14,345.20,353.80,341.90,348.80,5326600,339.927
2011-12-13,339.60,350.80,336.95,345.85,6110700,337.052
2011-12-12,361.35,362.80,340.45,342.30,7915000,333.592
2011-12-09,364.40,365.90,351.65,358.70,8867100,349.575
2011-12-08,376.50,376.50,364.10,367.25,5981200,357.907
2011-12-07,390.50,391.00,376.00,377.35,7499000,367.751
2011-12-06,390.50,390.50,390.50,390.50,000,380.566
2011-12-05,392.10,397.80,385.65,390.50,4608200,380.566
2011-12-02,381.30,393.85,372.30,390.60,9427800,380.663
2011-12-01,392.90,395.65,374.85,379.10,8410400,369.456
2011-11-30,376.00,389.00,367.25,386.10,47139200,376.278
2011-11-29,390.80,392.15,368.10,373.70,6858500,364.193
2011-11-28,378.00,389.80,377.45,387.50,5911500,377.642
2011-11-25,375.95,382.20,370.50,375.15,4637700,365.607
2011-11-24,367.00,384.50,363.20,378.70,12051900,369.066
2011-11-23,374.00,374.00,354.80,364.80,10060800,355.52
2011-11-22,387.00,388.80,372.60,378.70,6424800,369.066
2011-11-21,384.00,395.80,383.00,388.45,9322900,378.568
2011-11-18,391.60,402.00,391.60,397.50,5670700,387.388
2011-11-17,402.40,408.80,392.75,395.65,3947700,385.585
2011-11-16,404.90,412.00,395.80,401.60,6320500,391.384
2011-11-15,405.00,408.50,400.10,401.60,5694300,391.384
2011-11-14,398.65,406.70,397.50,405.20,5906500,394.892
2011-11-11,390.00,398.90,388.95,395.60,3363500,385.536
2011-11-09,395.60,402.50,393.00,395.25,3174100,385.195
2011-11-08,397.00,402.30,395.15,397.15,3987700,387.047
2011-11-04,391.00,400.50,385.05,397.30,7576400,387.193
2011-11-03,383.45,394.80,383.05,393.40,3287600,383.392
2011-11-02,390.05,395.70,383.25,384.45,2653500,374.67
2011-11-01,386.80,396.00,386.80,394.55,1640800,384.513
2011-10-31,393.80,395.60,388.35,391.80,2182700,381.833
2011-10-28,399.20,409.30,389.10,391.95,4265500,381.979
2011-10-26,391.00,395.00,391.00,393.05,365600,383.051
2011-10-25,386.00,393.65,381.90,388.45,3190900,378.568
2011-10-24,384.40,384.80,377.05,383.00,2204500,373.257
2011-10-21,391.90,391.90,376.50,378.00,2936000,368.384
2011-10-20,381.00,391.95,380.00,390.05,2500400,380.127
2011-10-19,375.30,386.60,371.75,384.75,3861100,374.962
2011-10-18,374.55,379.45,371.35,374.10,2986500,364.583
2011-10-17,381.45,386.85,377.15,380.05,2473400,370.382
2011-10-14,367.20,384.90,367.20,383.65,3693500,373.89
2011-10-13,376.00,376.90,366.10,369.90,4699100,360.49
2011-10-12,376.00,377.95,370.15,373.20,3708900,363.706
2011-10-11,367.25,380.45,367.00,375.00,6300200,365.46
2011-10-10,352.00,368.00,343.55,363.55,10066700,354.302
2011-10-07,371.20,375.90,348.20,354.80,13527000,345.774
2011-10-05,373.90,373.90,365.05,366.10,4481600,356.787
2011-10-04,378.50,383.10,365.35,369.90,4761300,360.49
2011-10-03,373.10,382.95,371.05,380.95,3213700,371.259
2011-09-30,376.85,388.50,371.75,378.00,3183800,368.384
2011-09-29,377.00,380.80,373.60,375.40,3807700,365.85
2011-09-28,389.80,389.80,376.95,379.25,1838100,369.602
2011-09-27,386.50,389.45,381.65,387.60,4798500,377.74
2011-09-26,376.75,385.35,368.00,380.90,3562600,371.21
2011-09-23,369.00,382.20,360.65,375.00,7091600,365.46
2011-09-22,388.70,388.70,368.05,372.80,4916700,363.316
2011-09-21,394.95,395.45,391.50,393.25,2455800,383.246
2011-09-20,388.80,392.50,385.80,391.40,3666900,381.443
2011-09-19,384.00,389.90,379.50,386.85,3038900,377.009
2011-09-16,388.80,389.80,381.65,385.80,6222300,375.986
2011-09-15,382.00,389.90,372.70,387.10,4522000,377.253
2011-09-14,383.00,384.00,372.50,377.35,5730400,367.751
2011-09-13,389.90,391.85,379.40,381.55,3754100,371.844
2011-09-12,397.05,397.85,382.55,385.80,2961200,375.986
2011-09-09,403.90,407.00,395.60,400.15,5413400,389.971
2011-09-08,401.65,404.30,396.20,399.50,3560700,389.337
2011-09-07,400.00,405.80,398.05,401.65,4227700,391.432
2011-09-06,403.10,406.00,390.85,398.25,4443100,388.119
2011-09-05,402.50,409.25,400.70,405.55,2656500,395.233
2011-09-02,416.00,418.95,406.50,408.60,5160100,398.206
2011-08-30,407.00,416.45,401.05,404.65,5031300,394.356
2011-08-29,403.00,410.70,402.75,405.05,3285200,394.746
2011-08-26,400.40,408.30,395.35,398.65,5659700,388.509
2011-08-25,401.90,409.40,392.85,402.30,7669300,392.066
2011-08-24,400.00,404.15,395.30,397.70,4746900,387.583
2011-08-23,394.70,404.80,392.50,401.60,8628600,391.384
2011-08-22,382.20,394.40,381.10,392.70,3315800,382.71
2011-08-19,387.00,394.85,377.20,383.65,7318900,373.89
2011-08-18,397.70,402.20,390.10,391.10,5873000,381.151
2011-08-17,394.10,400.90,383.60,396.40,4883800,386.316
2011-08-16,392.75,402.80,387.80,395.85,11345400,384.805
2011-08-12,401.00,401.30,385.00,389.10,6347800,378.244
2011-08-11,406.00,406.90,395.00,397.10,6684200,386.021
2011-08-10,411.00,413.45,399.20,406.85,6569000,395.498
2011-08-09,393.25,412.40,392.15,407.25,9114700,395.887
2011-08-08,400.00,414.85,395.30,408.35,7831100,396.957
2011-08-05,408.90,420.95,408.80,415.80,5394600,404.199
